Time,F1_Actual,F1_Approximation,F1_RelativeError,F2_Actual,F2_Approximation,F2_RelativeError,F3_Actual,F3_Approximation,F3_RelativeError
5.935977,5.595702,2.808800,0.498043,0.940326,0.002805,0.997017,1.781032,98.340077,54.215235
5.945986,5.615142,2.809349,0.499683,0.943685,0.002777,0.997057,1.782716,98.341763,54.163996
5.955996,5.634614,2.809896,0.501315,0.946950,0.002750,0.997096,1.784399,98.343446,54.112939
5.966006,5.654119,2.810442,0.502939,0.950119,0.002722,0.997135,1.786078,98.345127,54.062064
5.976016,5.673655,2.810986,0.504555,0.953193,0.002695,0.997173,1.787754,98.346805,54.011370
5.986026,5.693221,2.811528,0.506162,0.956172,0.002668,0.997210,1.789428,98.348480,53.960855
5.996036,5.712817,2.812068,0.507762,0.959055,0.002641,0.997246,1.791099,98.350152,53.910518
6.006046,5.732441,2.812607,0.509353,0.961842,0.002615,0.997282,1.792767,98.351822,53.860360
6.016056,5.752092,2.813144,0.510936,0.964533,0.002589,0.997316,1.794432,98.353488,53.810378
6.026066,5.771770,2.813679,0.512510,0.967126,0.002563,0.997350,1.796094,98.355152,53.760571
6.036076,5.791473,2.814212,0.514077,0.969623,0.002537,0.997384,1.797754,98.356813,53.710939
6.046086,5.811201,2.814744,0.515635,0.972023,0.002512,0.997416,1.799411,98.358472,53.661480
6.056095,5.830952,2.815274,0.517185,0.974326,0.002486,0.997448,1.801065,98.360127,53.612194
6.066105,5.850726,2.815802,0.518726,0.976531,0.002462,0.997479,1.802717,98.361780,53.563080
6.076115,5.870522,2.816329,0.520259,0.978638,0.002437,0.997510,1.804366,98.363430,53.514136
6.086125,5.890338,2.816853,0.521784,0.980646,0.002412,0.997540,1.806012,98.365078,53.465362
6.096135,5.910174,2.817377,0.523301,0.982557,0.002388,0.997569,1.807655,98.366722,53.416757
6.106145,5.930028,2.817898,0.524809,0.984369,0.002364,0.997598,1.809296,98.368364,53.368320
6.116155,5.949900,2.818418,0.526308,0.986083,0.002341,0.997626,1.810934,98.370004,53.320049
6.126165,5.969789,2.818936,0.527800,0.987698,0.002317,0.997654,1.812569,98.371640,53.271945
6.136175,5.989693,2.819453,0.529283,0.989213,0.002294,0.997681,1.814202,98.373274,53.224005
6.146185,6.009612,2.819968,0.530757,0.990630,0.002271,0.997707,1.815832,98.374906,53.176230
6.156195,6.029545,2.820481,0.532223,0.991948,0.002248,0.997733,1.817459,98.376534,53.128618
6.166205,6.049490,2.820993,0.533681,0.993166,0.002226,0.997759,1.819083,98.378160,53.081168
6.176214,6.069447,2.821503,0.535130,0.994284,0.002204,0.997784,1.820706,98.379784,53.033880
6.186224,6.089415,2.822011,0.536571,0.995303,0.002182,0.997808,1.822325,98.381404,52.986752
6.196234,6.109393,2.822518,0.538004,0.996222,0.002160,0.997832,1.823942,98.383023,52.939784
6.206244,6.129379,2.823023,0.539428,0.997041,0.002138,0.997856,1.825556,98.384638,52.892975
6.216254,6.149373,2.823527,0.540843,0.997761,0.002117,0.997879,1.827167,98.386251,52.846323
6.226264,6.169373,2.824029,0.542250,0.998380,0.002096,0.997901,1.828776,98.387861,52.799829
6.236274,6.189380,2.824529,0.543649,0.998900,0.002075,0.997923,1.830383,98.389469,52.753491
6.246284,6.209391,2.825028,0.545039,0.999319,0.002054,0.997945,1.831987,98.391074,52.707308
6.256294,6.229405,2.825526,0.546421,0.999638,0.002033,0.997966,1.833588,98.392677,52.661280
6.266304,6.249423,2.826022,0.547795,0.999858,0.002013,0.997987,1.835187,98.394277,52.615406
6.276314,6.269442,2.826516,0.549160,0.999976,0.001993,0.998007,1.836783,98.395874,52.569684
6.286323,6.289462,2.827009,0.550517,0.999995,0.001973,0.998027,1.838376,98.397469,52.524115
6.296333,6.309481,2.827500,0.551865,0.999914,0.001953,0.998047,1.839967,98.399061,52.478697
6.306343,6.329499,2.827990,0.553205,0.999732,0.001933,0.998066,1.841556,98.400651,52.433429
6.316353,6.349515,2.828478,0.554536,0.999450,0.001914,0.998085,1.843142,98.402238,52.388311
6.326363,6.369527,2.828965,0.555860,0.999068,0.001895,0.998103,1.844726,98.403823,52.343342
6.336373,6.389536,2.829450,0.557174,0.998586,0.001876,0.998121,1.846307,98.405405,52.298520
6.346383,6.409538,2.829933,0.558481,0.998004,0.001857,0.998139,1.847885,98.406985,52.253846
6.356393,6.429535,2.830416,0.559779,0.997322,0.001839,0.998156,1.849461,98.408562,52.209319
6.366403,6.449524,2.830896,0.561069,0.996539,0.001820,0.998173,1.851035,98.410137,52.164937
6.376413,6.469505,2.831376,0.562350,0.995657,0.001802,0.998190,1.852606,98.411710,52.120700
6.386423,6.489476,2.831854,0.563624,0.994676,0.001784,0.998207,1.854174,98.413279,52.076608
6.396432,6.509438,2.832330,0.564889,0.993594,0.001766,0.998223,1.855740,98.414847,52.032658
6.406442,6.529388,2.832805,0.566145,0.992413,0.001748,0.998238,1.857304,98.416412,51.988852
6.416452,6.549325,2.833278,0.567394,0.991133,0.001731,0.998254,1.858865,98.417974,51.945187
6.426462,6.569249,2.833750,0.568634,0.989753,0.001714,0.998269,1.860424,98.419534,51.901664
6.436472,6.589159,2.834221,0.569866,0.988275,0.001696,0.998283,1.861981,98.421092,51.858281
6.446482,6.609054,2.834690,0.571090,0.986697,0.001679,0.998298,1.863535,98.422647,51.815037
6.456492,6.628932,2.835158,0.572306,0.985020,0.001663,0.998312,1.865086,98.424200,51.771933
6.466502,6.648793,2.835624,0.573513,0.983245,0.001646,0.998326,1.866635,98.425750,51.728967
6.476512,6.668636,2.836089,0.574712,0.981371,0.001630,0.998340,1.868182,98.427298,51.686139
6.486522,6.688460,2.836552,0.575903,0.979398,0.001613,0.998353,1.869726,98.428844,51.643447
6.496532,6.708263,2.837015,0.577087,0.977328,0.001597,0.998366,1.871268,98.430387,51.600891
6.506541,6.728045,2.837475,0.578262,0.975160,0.001581,0.998379,1.872808,98.431928,51.558471
6.516551,6.747805,2.837935,0.579428,0.972893,0.001565,0.998391,1.874345,98.433466,51.516186
6.526561,6.767542,2.838393,0.580587,0.970530,0.001550,0.998403,1.875880,98.435002,51.474035
6.536571,6.787254,2.838849,0.581738,0.968069,0.001534,0.998415,1.877413,98.436536,51.432017
6.546581,6.806942,2.839304,0.582881,0.965511,0.001519,0.998427,1.878943,98.438067,51.390131
6.556591,6.826603,2.839758,0.584016,0.962857,0.001503,0.998439,1.880471,98.439597,51.348378
6.566601,6.846238,2.840211,0.585143,0.960106,0.001488,0.998450,1.881996,98.441123,51.306756
6.576611,6.865844,2.840662,0.586262,0.957259,0.001474,0.998461,1.883520,98.442648,51.265265
6.586621,6.885421,2.841112,0.587373,0.954316,0.001459,0.998471,1.885040,98.444170,51.223904
6.596631,6.904969,2.841560,0.588476,0.951277,0.001444,0.998482,1.886559,98.445689,51.182672
6.606641,6.924485,2.842008,0.589571,0.948143,0.001430,0.998492,1.888075,98.447207,51.141569
6.616650,6.943970,2.842453,0.590659,0.944914,0.001415,0.998502,1.889589,98.448722,51.100593
6.626660,6.963422,2.842898,0.591738,0.941590,0.001401,0.998512,1.891101,98.450235,51.059746
6.636670,6.982840,2.843341,0.592810,0.938172,0.001387,0.998521,1.892610,98.451745,51.019025
6.646680,7.002223,2.843783,0.593874,0.934660,0.001373,0.998531,1.894118,98.453254,50.978430
6.656690,7.021571,2.844224,0.594931,0.931054,0.001360,0.998540,1.895622,98.454760,50.937960
6.666700,7.040882,2.844663,0.595979,0.927355,0.001346,0.998549,1.897125,98.456263,50.897616
6.676710,7.060156,2.845101,0.597020,0.923563,0.001333,0.998557,1.898625,98.457765,50.857395
6.686720,7.079391,2.845538,0.598053,0.919679,0.001319,0.998566,1.900123,98.459264,50.817299
6.696730,7.098587,2.845973,0.599079,0.915702,0.001306,0.998574,1.901619,98.460761,50.777325
6.706740,7.117743,2.846408,0.600097,0.911634,0.001293,0.998582,1.903113,98.462256,50.737474
6.716750,7.136857,2.846841,0.601107,0.907474,0.001280,0.998590,1.904604,98.463748,50.697744
6.726759,7.155930,2.847272,0.602110,0.903224,0.001267,0.998597,1.906094,98.465239,50.658136
6.736769,7.174959,2.847703,0.603105,0.898882,0.001254,0.998604,1.907580,98.466727,50.618649
6.746779,7.193945,2.848132,0.604093,0.894451,0.001242,0.998612,1.909065,98.468213,50.579281
6.756789,7.212886,2.848560,0.605073,0.889930,0.001229,0.998618,1.910548,98.469696,50.540033
6.766799,7.231781,2.848986,0.606046,0.885320,0.001217,0.998625,1.912028,98.471178,50.500903
6.776809,7.250629,2.849412,0.607012,0.880622,0.001205,0.998632,1.913506,98.472657,50.461892
6.786819,7.269430,2.849836,0.607970,0.875835,0.001193,0.998638,1.914982,98.474134,50.422999
6.796829,7.288183,2.850259,0.608920,0.870960,0.001181,0.998644,1.916456,98.475609,50.384222
6.806839,7.306886,2.850681,0.609864,0.865998,0.001169,0.998650,1.917928,98.477082,50.345562
6.816849,7.325539,2.851102,0.610800,0.860949,0.001157,0.998656,1.919397,98.478552,50.307019
6.826859,7.344142,2.851521,0.611728,0.855814,0.001146,0.998661,1.920865,98.480021,50.268590
6.836868,7.362692,2.851939,0.612650,0.850594,0.001134,0.998666,1.922330,98.481487,50.230276
6.846878,7.381190,2.852356,0.613564,0.845288,0.001123,0.998671,1.923793,98.482951,50.192077
6.856888,7.399634,2.852772,0.614471,0.839897,0.001112,0.998676,1.925254,98.484413,50.153991
6.866898,7.418024,2.853187,0.615371,0.834422,0.001101,0.998681,1.926713,98.485873,50.116019
6.876908,7.436359,2.853600,0.616264,0.828864,0.001090,0.998685,1.928169,98.487331,50.078159
6.886918,7.454637,2.854012,0.617149,0.823222,0.001079,0.998690,1.929624,98.488786,50.040412
6.896928,7.472859,2.854423,0.618028,0.817498,0.001068,0.998694,1.931076,98.490240,50.002775
6.906938,7.491023,2.854833,0.618899,0.811692,0.001057,0.998697,1.932526,98.491691,49.965250
6.916948,7.509128,2.855242,0.619764,0.805805,0.001047,0.998701,1.933975,98.493141,49.927836
6.926958,7.527175,2.855650,0.620621,0.799837,0.001036,0.998705,1.935421,98.494588,49.890531
6.936968,7.545161,2.856056,0.621472,0.793789,0.001026,0.998708,1.936865,98.496033,49.853336
6.946977,7.563086,2.856461,0.622315,0.787662,0.001016,0.998711,1.938307,98.497476,49.816250
6.956987,7.580949,2.856866,0.623152,0.781455,0.001005,0.998713,1.939747,98.498917,49.779272
6.966997,7.598750,2.857269,0.623982,0.775170,0.000995,0.998716,1.941184,98.500356,49.742402
6.977007,7.616487,2.857670,0.624805,0.768808,0.000985,0.998718,1.942620,98.501792,49.705639
6.987017,7.634161,2.858071,0.625621,0.762368,0.000975,0.998720,1.944054,98.503227,49.668984
6.997027,7.651769,2.858471,0.626430,0.755852,0.000966,0.998722,1.945485,98.504660,49.632435
7.007037,7.669312,2.858869,0.627233,0.749260,0.000956,0.998724,1.946915,98.506090,49.595991
7.017047,7.686789,2.859267,0.628028,0.742594,0.000946,0.998725,1.948342,98.507519,49.559653
7.027057,7.704199,2.859663,0.628818,0.735853,0.000937,0.998727,1.949768,98.508945,49.523420
7.037067,7.721540,2.860058,0.629600,0.729038,0.000928,0.998728,1.951191,98.510370,49.487291
7.047077,7.738813,2.860452,0.630376,0.722150,0.000918,0.998728,1.952613,98.511792,49.451267
7.057086,7.756017,2.860845,0.631145,0.715189,0.000909,0.998729,1.954032,98.513213,49.415345
7.067096,7.773151,2.861237,0.631908,0.708158,0.000900,0.998729,1.955450,98.514631,49.379527
7.077106,7.790214,2.861628,0.632664,0.701055,0.000891,0.998729,1.956865,98.516048,49.343811
7.087116,7.807205,2.862018,0.633413,0.693881,0.000882,0.998729,1.958279,98.517462,49.308197
7.097126,7.824125,2.862406,0.634156,0.686639,0.000873,0.998728,1.959690,98.518874,49.272685
7.107136,7.840971,2.862794,0.634893,0.679327,0.000865,0.998727,1.961099,98.520285,49.237274
7.117146,7.857744,2.863181,0.635623,0.671948,0.000856,0.998726,1.962507,98.521693,49.201963
7.127156,7.874443,2.863566,0.636347,0.664501,0.000847,0.998725,1.963912,98.523100,49.166752
7.137166,7.891067,2.863950,0.637064,0.656987,0.000839,0.998723,1.965316,98.524504,49.131641
7.147176,7.907616,2.864334,0.637775,0.649408,0.000830,0.998721,1.966717,98.525907,49.096630
7.157186,7.924088,2.864716,0.638480,0.641764,0.000822,0.998719,1.968117,98.527307,49.061717
7.167195,7.940483,2.865097,0.639178,0.634055,0.000814,0.998716,1.969514,98.528706,49.026902
7.177205,7.956801,2.865478,0.639871,0.626283,0.000806,0.998713,1.970910,98.530103,48.992185
7.187215,7.973041,2.865857,0.640557,0.618448,0.000798,0.998710,1.972304,98.531497,48.957566
7.197225,7.989202,2.866235,0.641236,0.610551,0.000790,0.998707,1.973696,98.532890,48.923044
7.207235,8.005284,2.866612,0.641910,0.602593,0.000782,0.998703,1.975085,98.534281,48.888618
7.217245,8.021285,2.866988,0.642577,0.594575,0.000774,0.998698,1.976473,98.535670,48.854288
7.227255,8.037207,2.867363,0.643239,0.586497,0.000766,0.998694,1.977859,98.537057,48.820054
7.237265,8.053047,2.867737,0.643894,0.578360,0.000759,0.998688,1.979243,98.538442,48.785915
7.247275,8.068805,2.868110,0.644543,0.570165,0.000751,0.998683,1.980626,98.539825,48.751871
7.257285,8.084481,2.868482,0.645187,0.561913,0.000743,0.998677,1.982006,98.541206,48.717921
7.267295,8.100074,2.868853,0.645824,0.553605,0.000736,0.998671,1.983384,98.542585,48.684066
7.277305,8.115584,2.869223,0.646455,0.545241,0.000729,0.998664,1.984761,98.543963,48.650303
7.287314,8.131009,2.869592,0.647080,0.536823,0.000721,0.998656,1.986135,98.545338,48.616634
7.297324,8.146350,2.869960,0.647700,0.528351,0.000714,0.998648,1.987508,98.546712,48.583058
7.307334,8.161606,2.870327,0.648313,0.519826,0.000707,0.998640,1.988879,98.548084,48.549574
7.317344,8.176777,2.870693,0.648921,0.511249,0.000700,0.998631,1.990247,98.549453,48.516181
7.327354,8.191861,2.871058,0.649523,0.502621,0.000693,0.998621,1.991614,98.550821,48.482881
7.337364,8.206859,2.871422,0.650119,0.493942,0.000686,0.998611,1.992980,98.552187,48.449671
7.347374,8.221769,2.871785,0.650710,0.485214,0.000679,0.998600,1.994343,98.553552,48.416552
7.357384,8.236592,2.872148,0.651294,0.476437,0.000672,0.998589,1.995704,98.554914,48.383523
7.367394,8.251327,2.872509,0.651873,0.467613,0.000666,0.998577,1.997064,98.556275,48.350584
7.377404,8.265974,2.872869,0.652446,0.458741,0.000659,0.998564,1.998422,98.557633,48.317734
7.387414,8.280531,2.873228,0.653014,0.449824,0.000652,0.998550,1.999778,98.558990,48.284974
7.397423,8.294999,2.873587,0.653576,0.440861,0.000646,0.998535,2.001132,98.560345,48.252302
7.407433,8.309376,2.873944,0.654132,0.431855,0.000639,0.998520,2.002484,98.561698,48.219718
7.417443,8.323664,2.874300,0.654683,0.422805,0.000633,0.998503,2.003834,98.563050,48.187223
7.427453,8.337861,2.874656,0.655229,0.413713,0.000627,0.998486,2.005183,98.564399,48.154814
7.437463,8.351966,2.875010,0.655768,0.404579,0.000620,0.998467,2.006530,98.565747,48.122493
7.447473,8.365980,2.875364,0.656303,0.395405,0.000614,0.998447,2.007875,98.567093,48.090259
7.457483,8.379902,2.875717,0.656832,0.386191,0.000608,0.998426,2.009218,98.568437,48.058111
7.467493,8.393731,2.876068,0.657355,0.376939,0.000602,0.998403,2.010559,98.569779,48.026049
7.477503,8.407468,2.876419,0.657873,0.367648,0.000596,0.998379,2.011899,98.571120,47.994073
7.487513,8.421111,2.876769,0.658386,0.358321,0.000590,0.998354,2.013237,98.572458,47.962182
7.497523,8.434661,2.877118,0.658893,0.348958,0.000584,0.998327,2.014573,98.573795,47.930375
7.507532,8.448117,2.877466,0.659396,0.339560,0.000578,0.998297,2.015907,98.575130,47.898654
7.517542,8.461478,2.877813,0.659892,0.330128,0.000572,0.998266,2.017239,98.576464,47.867016
7.527552,8.474746,2.878159,0.660384,0.320663,0.000567,0.998233,2.018570,98.577795,47.835462
7.537562,8.487918,2.878505,0.660870,0.311166,0.000561,0.998197,2.019899,98.579125,47.803992
7.547572,8.500995,2.878849,0.661352,0.301637,0.000555,0.998159,2.021226,98.580453,47.772604
7.557582,8.513976,2.879193,0.661828,0.292079,0.000550,0.998118,2.022551,98.581779,47.741300
7.567592,8.526862,2.879535,0.662298,0.282491,0.000544,0.998073,2.023875,98.583104,47.710078
7.577602,8.539651,2.879877,0.662764,0.272875,0.000539,0.998025,2.025197,98.584426,47.678937
7.587612,8.552345,2.880218,0.663225,0.263231,0.000533,0.997974,2.026517,98.585747,47.647879
7.597622,8.564941,2.880558,0.663680,0.253561,0.000528,0.997917,2.027835,98.587067,47.616901
7.607632,8.577440,2.880897,0.664131,0.243866,0.000523,0.997856,2.029152,98.588384,47.586005
7.617641,8.589843,2.881235,0.664576,0.234146,0.000518,0.997790,2.030467,98.589700,47.555189
7.627651,8.602148,2.881573,0.665017,0.224403,0.000512,0.997717,2.031780,98.591014,47.524454
7.637661,8.614355,2.881909,0.665453,0.214637,0.000507,0.997637,2.033091,98.592326,47.493798
7.647671,8.626465,2.882245,0.665883,0.204850,0.000502,0.997549,2.034401,98.593637,47.463222
7.657681,8.638476,2.882579,0.666309,0.195042,0.000497,0.997451,2.035709,98.594946,47.432726
7.667691,8.650389,2.882913,0.666730,0.185215,0.000492,0.997343,2.037016,98.596253,47.402308
7.677701,8.662204,2.883246,0.667146,0.175369,0.000487,0.997222,2.038320,98.597559,47.371969
7.687711,8.673920,2.883579,0.667558,0.165506,0.000482,0.997086,2.039623,98.598862,47.341708
7.697721,8.685537,2.883910,0.667964,0.155626,0.000478,0.996932,2.040924,98.600164,47.311525
7.707731,8.697055,2.884240,0.668366,0.145730,0.000473,0.996756,2.042224,98.601465,47.281420
7.717741,8.708474,2.884570,0.668763,0.135820,0.000468,0.996554,2.043522,98.602763,47.251392
7.727750,8.719794,2.884899,0.669155,0.125896,0.000463,0.996320,2.044818,98.604060,47.221441
7.737760,8.731014,2.885227,0.669543,0.115960,0.000459,0.996044,2.046112,98.605356,47.191566
7.747770,8.742135,2.885554,0.669926,0.106012,0.000454,0.995717,2.047405,98.606649,47.161768
7.757780,8.753156,2.885880,0.670304,0.096053,0.000450,0.995320,2.048696,98.607941,47.132046
7.767790,8.764078,2.886206,0.670678,0.086085,0.000445,0.994830,2.049986,98.609232,47.102400
7.777800,8.774900,2.886531,0.671047,0.076108,0.000441,0.994211,2.051274,98.610520,47.072829
7.787810,8.785621,2.886854,0.671411,0.066123,0.000436,0.993403,2.052560,98.611807,47.043333
7.797820,8.796243,2.887177,0.671772,0.056132,0.000432,0.992307,2.053844,98.613093,47.013911
7.807830,8.806765,2.887500,0.672127,0.046136,0.000427,0.990734,2.055127,98.614376,46.984565
7.817840,8.817187,2.887821,0.672478,0.036134,0.000423,0.988288,2.056408,98.615658,46.955292
7.827850,8.827508,2.888142,0.672825,0.026129,0.000419,0.983965,2.057688,98.616939,46.926093
7.837859,8.837730,2.888461,0.673167,0.016121,0.000415,0.974271,2.058966,98.618218,46.896968
7.847869,8.847851,2.888780,0.673505,0.006112,0.000411,0.932818,2.060242,98.619495,46.867916
7.857879,8.857872,2.889099,0.673838,-0.003898,0.000407,1.104300,2.061517,98.620770,46.838937
7.867889,8.867792,2.889416,0.674167,-0.013907,0.000402,1.028939,2.062790,98.622044,46.810031
7.877899,8.877613,2.889733,0.674492,-0.023915,0.000398,1.016660,2.064061,98.623316,46.781196
7.887909,8.887334,2.890048,0.674813,-0.033921,0.000394,1.011628,2.065331,98.624587,46.752434
7.897919,8.896954,2.890363,0.675129,-0.043923,0.000390,1.008890,2.066599,98.625856,46.723744
7.907929,8.906474,2.890678,0.675441,-0.053921,0.000387,1.007169,2.067866,98.627123,46.695125
7.917939,8.915894,2.890991,0.675749,-0.063914,0.000383,1.005988,2.069131,98.628389,46.666578
7.927949,8.925214,2.891304,0.676052,-0.073900,0.000379,1.005127,2.070394,98.629653,46.638101
7.937959,8.934435,2.891616,0.676352,-0.083878,0.000375,1.004472,2.071656,98.630916,46.609695
7.947968,8.943555,2.891927,0.676647,-0.093849,0.000371,1.003957,2.072916,98.632177,46.581359
7.957978,8.952576,2.892237,0.676938,-0.103809,0.000368,1.003541,2.074175,98.633437,46.553093
7.967988,8.961497,2.892547,0.677225,-0.113760,0.000364,1.003199,2.075432,98.634694,46.524897
7.977998,8.970318,2.892856,0.677508,-0.123699,0.000360,1.002913,2.076688,98.635951,46.496770
7.988008,8.979040,2.893164,0.677787,-0.133626,0.000357,1.002669,2.077941,98.637205,46.468713
7.998018,8.987663,2.893471,0.678062,-0.143539,0.000353,1.002460,2.079194,98.638459,46.440725
8.008028,8.996186,2.893778,0.678333,-0.153438,0.000350,1.002278,2.080445,98.639710,46.412805
8.018038,9.004611,2.894083,0.678600,-0.163321,0.000346,1.002119,2.081694,98.640960,46.384953
8.028048,9.012936,2.894388,0.678863,-0.173188,0.000343,1.001978,2.082941,98.642209,46.357170
8.038058,9.021163,2.894693,0.679122,-0.183038,0.000339,1.001853,2.084187,98.643455,46.329454
8.048068,9.029292,2.894996,0.679377,-0.192870,0.000336,1.001741,2.085432,98.644701,46.301806
8.058077,9.037322,2.895299,0.679629,-0.202682,0.000332,1.001640,2.086675,98.645944,46.274225
8.068087,9.045254,2.895601,0.679876,-0.212474,0.000329,1.001549,2.087916,98.647187,46.246712
8.078097,9.053088,2.895902,0.680120,-0.222244,0.000326,1.001466,2.089156,98.648427,46.219265
8.088107,9.060825,2.896203,0.680360,-0.231993,0.000323,1.001390,2.090395,98.649667,46.191884
8.098117,9.068464,2.896503,0.680596,-0.241718,0.000319,1.001321,2.091632,98.650904,46.164570
8.108127,9.076006,2.896802,0.680829,-0.251418,0.000316,1.001257,2.092867,98.652140,46.137322
8.118137,9.083450,2.897101,0.681057,-0.261094,0.000313,1.001199,2.094101,98.653375,46.110139
8.128147,9.090798,2.897398,0.681282,-0.270743,0.000310,1.001144,2.095333,98.654608,46.083022
8.138157,9.098050,2.897695,0.681504,-0.280366,0.000307,1.001094,2.096564,98.655839,46.055970
8.148167,9.105205,2.897991,0.681721,-0.289960,0.000304,1.001047,2.097793,98.657069,46.028983
8.158177,9.112265,2.898287,0.681936,-0.299525,0.000301,1.001004,2.099021,98.658298,46.002061
8.168186,9.119229,2.898582,0.682146,-0.309060,0.000298,1.000963,2.100247,98.659525,45.975203
8.178196,9.126098,2.898876,0.682353,-0.318565,0.000295,1.000925,2.101472,98.660750,45.948409
8.188206,9.132871,2.899169,0.682557,-0.328037,0.000292,1.000889,2.102695,98.661974,45.921679
8.198216,9.139550,2.899462,0.682757,-0.337476,0.000289,1.000856,2.103917,98.663197,45.895013
8.208226,9.146135,2.899754,0.682953,-0.346882,0.000286,1.000824,2.105137,98.664418,45.868411
8.218236,9.152626,2.900045,0.683146,-0.356253,0.000283,1.000794,2.106356,98.665637,45.841871
8.228246,9.159023,2.900336,0.683336,-0.365588,0.000280,1.000766,2.107573,98.666855,45.815395
8.238256,9.165327,2.900626,0.683522,-0.374886,0.000277,1.000740,2.108789,98.668072,45.788981
8.248266,9.171538,2.900915,0.683705,-0.384147,0.000275,1.000715,2.110003,98.669287,45.762629
8.258276,9.177656,2.901204,0.683884,-0.393370,0.000272,1.000691,2.111216,98.670500,45.736340
8.268286,9.183682,2.901491,0.684060,-0.402553,0.000269,1.000669,2.112427,98.671713,45.710113
8.278295,9.189617,2.901779,0.684233,-0.411696,0.000266,1.000647,2.113637,98.672923,45.683948
8.288305,9.195460,2.902065,0.684402,-0.420797,0.000264,1.000627,2.114846,98.674132,45.657844
8.298315,9.201213,2.902351,0.684569,-0.429856,0.000261,1.000607,2.116053,98.675340,45.631801
8.308325,9.206875,2.902636,0.684732,-0.438873,0.000259,1.000589,2.117258,98.676546,45.605819
8.318335,9.212446,2.902920,0.684891,-0.447845,0.000256,1.000571,2.118462,98.677751,45.579899
8.328345,9.217929,2.903204,0.685048,-0.456772,0.000253,1.000555,2.119665,98.678955,45.554038
8.338355,9.223322,2.903487,0.685202,-0.465654,0.000251,1.000539,2.120866,98.680157,45.528238
8.348365,9.228626,2.903770,0.685352,-0.474489,0.000248,1.000523,2.122066,98.681357,45.502499
8.358375,9.233843,2.904051,0.685499,-0.483276,0.000246,1.000509,2.123264,98.682556,45.476819
8.368385,9.238971,2.904332,0.685643,-0.492015,0.000243,1.000495,2.124461,98.683754,45.451198
8.378395,9.244013,2.904613,0.685784,-0.500705,0.000241,1.000481,2.125656,98.684950,45.425638
8.388405,9.248967,2.904893,0.685922,-0.509344,0.000239,1.000468,2.126850,98.686145,45.400136
8.398414,9.253836,2.905172,0.686058,-0.517933,0.000236,1.000456,2.128043,98.687338,45.374693
8.408424,9.258618,2.905450,0.686190,-0.526470,0.000234,1.000444,2.129234,98.688530,45.349309
8.418434,9.263316,2.905728,0.686319,-0.534953,0.000231,1.000433,2.130424,98.689720,45.323984
8.428444,9.267929,2.906005,0.686445,-0.543384,0.000229,1.000422,2.131612,98.690909,45.298717
8.438454,9.272457,2.906282,0.686568,-0.551759,0.000227,1.000411,2.132799,98.692097,45.273508
8.448464,9.276903,2.906558,0.686689,-0.560080,0.000225,1.000401,2.133985,98.693283,45.248357
8.458474,9.281265,2.906833,0.686806,-0.568344,0.000222,1.000391,2.135169,98.694468,45.223263
8.468484,9.285544,2.907107,0.686921,-0.576552,0.000220,1.000382,2.136351,98.695651,45.198227
8.478494,9.289742,2.907381,0.687033,-0.584702,0.000218,1.000373,2.137533,98.696833,45.173249
8.488504,9.293859,2.907655,0.687142,-0.592793,0.000216,1.000364,2.138713,98.698014,45.148327
8.498514,9.297895,2.907927,0.687249,-0.600824,0.000214,1.000355,2.139891,98.699193,45.123462
8.508523,9.301850,2.908199,0.687353,-0.608796,0.000211,1.000347,2.141068,98.700371,45.098654
8.518533,9.305727,2.908471,0.687454,-0.616706,0.000209,1.000339,2.142244,98.701548,45.073902
8.528543,9.309524,2.908741,0.687552,-0.624555,0.000207,1.000332,2.143419,98.702723,45.049206
8.538553,9.313243,2.909012,0.687648,-0.632341,0.000205,1.000324,2.144592,98.703896,45.024566
8.548563,9.316885,2.909281,0.687741,-0.640064,0.000203,1.000317,2.145763,98.705069,44.999982
8.558573,9.320449,2.909550,0.687832,-0.647723,0.000201,1.000310,2.146933,98.706240,44.975453
8.568583,9.323937,2.909818,0.687920,-0.655316,0.000199,1.000304,2.148102,98.707409,44.950980
8.578593,9.327350,2.910086,0.688005,-0.662844,0.000197,1.000297,2.149270,98.708577,44.926562
8.588603,9.330688,2.910353,0.688088,-0.670306,0.000195,1.000291,2.150436,98.709744,44.902199
8.598613,9.333951,2.910619,0.688169,-0.677701,0.000193,1.000285,2.151601,98.710910,44.877891
8.608623,9.337140,2.910885,0.688247,-0.685027,0.000191,1.000279,2.152764,98.712074,44.853637
8.618632,9.340257,2.911150,0.688322,-0.692285,0.000189,1.000273,2.153926,98.713237,44.829438
8.628642,9.343301,2.911415,0.688395,-0.699474,0.000187,1.000268,2.155087,98.714398,44.805292
8.638652,9.346273,2.911679,0.688466,-0.706592,0.000185,1.000262,2.156247,98.715558,44.781201
8.648662,9.349175,2.911942,0.688535,-0.713640,0.000184,1.000257,2.157405,98.716717,44.757163
8.658672,9.352006,2.912205,0.688601,-0.720616,0.000182,1.000252,2.158561,98.717874,44.733179
8.668682,9.354768,2.912467,0.688665,-0.727520,0.000180,1.000247,2.159717,98.719030,44.709249
8.678692,9.357462,2.912729,0.688727,-0.734351,0.000178,1.000243,2.160871,98.720185,44.685371
8.688702,9.360087,2.912990,0.688786,-0.741109,0.000176,1.000238,2.162024,98.721339,44.661547
