Time,F1_Actual,F1_Approximation,F1_RelativeError,F2_Actual,F2_Approximation,F2_RelativeError,F3_Actual,F3_Approximation,F3_RelativeError
8.698712,9.362645,2.913251,0.688843,-0.747792,0.000175,1.000233,2.163175,98.722491,44.637775
8.708722,9.365136,2.913510,0.688898,-0.754400,0.000173,1.000229,2.164325,98.723641,44.614056
8.718732,9.367562,2.913770,0.688951,-0.760933,0.000171,1.000225,2.165474,98.724791,44.590389
8.728741,9.369923,2.914028,0.689002,-0.767390,0.000169,1.000221,2.166621,98.725939,44.566774
8.738751,9.372219,2.914286,0.689051,-0.773769,0.000168,1.000217,2.167767,98.727086,44.543212
8.748761,9.374452,2.914544,0.689097,-0.780071,0.000166,1.000213,2.168912,98.728231,44.519701
8.758771,9.376622,2.914801,0.689142,-0.786295,0.000164,1.000209,2.170056,98.729375,44.496242
8.768781,9.378731,2.915057,0.689184,-0.792440,0.000163,1.000205,2.171198,98.730518,44.472834
8.778791,9.380778,2.915313,0.689225,-0.798506,0.000161,1.000202,2.172339,98.731660,44.449478
8.788801,9.382765,2.915568,0.689263,-0.804492,0.000159,1.000198,2.173478,98.732800,44.426173
8.798811,9.384692,2.915823,0.689300,-0.810397,0.000158,1.000195,2.174617,98.733939,44.402918
8.808821,9.386561,2.916077,0.689335,-0.816221,0.000156,1.000192,2.175754,98.735077,44.379715
8.818831,9.388372,2.916330,0.689368,-0.821963,0.000155,1.000188,2.176889,98.736213,44.356562
8.828841,9.390125,2.916583,0.689399,-0.827623,0.000153,1.000185,2.178024,98.737348,44.333459
8.838850,9.391823,2.916835,0.689428,-0.833200,0.000152,1.000182,2.179157,98.738482,44.310407
8.848860,9.393465,2.917087,0.689456,-0.838693,0.000150,1.000179,2.180289,98.739614,44.287404
8.858870,9.395052,2.917338,0.689481,-0.844102,0.000149,1.000176,2.181419,98.740745,44.264451
8.868880,9.396586,2.917589,0.689505,-0.849427,0.000147,1.000173,2.182549,98.741875,44.241548
8.878890,9.398067,2.917839,0.689528,-0.854667,0.000146,1.000170,2.183677,98.743004,44.218695
8.888900,9.399496,2.918089,0.689548,-0.859821,0.000144,1.000168,2.184803,98.744131,44.195891
8.898910,9.400874,2.918338,0.689567,-0.864889,0.000143,1.000165,2.185929,98.745258,44.173136
8.908920,9.402201,2.918586,0.689585,-0.869870,0.000141,1.000162,2.187053,98.746382,44.150430
8.918930,9.403479,2.918834,0.689601,-0.874764,0.000140,1.000160,2.188176,98.747506,44.127772
8.928940,9.404709,2.919081,0.689615,-0.879570,0.000139,1.000158,2.189298,98.748628,44.105164
8.938950,9.405891,2.919328,0.689628,-0.884288,0.000137,1.000155,2.190418,98.749749,44.082603
8.948959,9.407026,2.919574,0.689639,-0.888918,0.000136,1.000153,2.191537,98.750869,44.060091
8.958969,9.408115,2.919820,0.689649,-0.893459,0.000134,1.000150,2.192655,98.751988,44.037627
8.968979,9.409159,2.920065,0.689657,-0.897910,0.000133,1.000148,2.193772,98.753105,44.015212
8.978989,9.410159,2.920310,0.689664,-0.902271,0.000132,1.000146,2.194887,98.754221,43.992843
8.988999,9.411116,2.920554,0.689670,-0.906542,0.000130,1.000144,2.196002,98.755336,43.970523
8.999009,9.412030,2.920797,0.689674,-0.910721,0.000129,1.000142,2.197114,98.756450,43.948250
9.009019,9.412903,2.921040,0.689677,-0.914810,0.000128,1.000140,2.198226,98.757562,43.926024
9.019029,9.413736,2.921283,0.689679,-0.918807,0.000127,1.000138,2.199337,98.758673,43.903845
9.029039,9.414529,2.921525,0.689679,-0.922712,0.000125,1.000136,2.200446,98.759783,43.881713
9.039049,9.415284,2.921766,0.689678,-0.926524,0.000124,1.000134,2.201554,98.760892,43.859629
9.049059,9.416000,2.922007,0.689676,-0.930244,0.000123,1.000132,2.202661,98.761999,43.837590
9.059068,9.416680,2.922247,0.689673,-0.933870,0.000122,1.000130,2.203766,98.763105,43.815598
9.069078,9.417325,2.922487,0.689669,-0.937403,0.000120,1.000128,2.204871,98.764210,43.793653
9.079088,9.417934,2.922727,0.689664,-0.940842,0.000119,1.000127,2.205974,98.765314,43.771753
9.089098,9.418509,2.922965,0.689657,-0.944187,0.000118,1.000125,2.207076,98.766416,43.749900
9.099108,9.419052,2.923204,0.689650,-0.947437,0.000117,1.000123,2.208176,98.767518,43.728092
9.109118,9.419562,2.923441,0.689641,-0.950592,0.000116,1.000122,2.209276,98.768618,43.706330
9.119128,9.420041,2.923679,0.689632,-0.953652,0.000114,1.000120,2.210374,98.769717,43.684614
9.129138,9.420490,2.923915,0.689622,-0.956616,0.000113,1.000118,2.211471,98.770814,43.662943
9.139148,9.420910,2.924152,0.689610,-0.959484,0.000112,1.000117,2.212567,98.771911,43.641317
9.149158,9.421302,2.924387,0.689598,-0.962257,0.000111,1.000115,2.213662,98.773006,43.619736
9.159168,9.421666,2.924622,0.689585,-0.964932,0.000110,1.000114,2.214755,98.774100,43.598200
9.169177,9.422004,2.924857,0.689572,-0.967512,0.000109,1.000112,2.215848,98.775193,43.576709
9.179187,9.422317,2.925091,0.689557,-0.969994,0.000108,1.000111,2.216939,98.776285,43.555262
9.189197,9.422605,2.925325,0.689542,-0.972379,0.000107,1.000110,2.218029,98.777375,43.533860
9.199207,9.422870,2.925558,0.689526,-0.974667,0.000106,1.000108,2.219117,98.778465,43.512502
9.209217,9.423112,2.925791,0.689509,-0.976857,0.000105,1.000107,2.220205,98.779553,43.491189
9.219227,9.423334,2.926023,0.689492,-0.978949,0.000103,1.000106,2.221291,98.780640,43.469919
9.229237,9.423534,2.926255,0.689474,-0.980943,0.000102,1.000104,2.222376,98.781725,43.448693
9.239247,9.423715,2.926486,0.689455,-0.982838,0.000101,1.000103,2.223460,98.782810,43.427511
9.249257,9.423878,2.926717,0.689436,-0.984636,0.000100,1.000102,2.224543,98.783893,43.406372
9.259267,9.424023,2.926947,0.689416,-0.986334,0.000099,1.000101,2.225625,98.784976,43.385277
9.269277,9.424152,2.927177,0.689396,-0.987934,0.000098,1.000100,2.226705,98.786057,43.364225
9.279286,9.424265,2.927406,0.689376,-0.989435,0.000097,1.000098,2.227785,98.787137,43.343216
9.289296,9.424364,2.927635,0.689355,-0.990836,0.000096,1.000097,2.228863,98.788215,43.322250
9.299306,9.424449,2.927863,0.689333,-0.992139,0.000095,1.000096,2.229940,98.789293,43.301327
9.309316,9.424522,2.928091,0.689311,-0.993342,0.000095,1.000095,2.231016,98.790369,43.280447
9.319326,9.424583,2.928318,0.689289,-0.994445,0.000094,1.000094,2.232090,98.791445,43.259609
9.329336,9.424633,2.928545,0.689267,-0.995449,0.000093,1.000093,2.233164,98.792519,43.238813
9.339346,9.424674,2.928771,0.689244,-0.996353,0.000092,1.000092,2.234236,98.793592,43.218060
9.349356,9.424706,2.928997,0.689221,-0.997157,0.000091,1.000091,2.235307,98.794664,43.197349
9.359366,9.424731,2.929222,0.689198,-0.997861,0.000090,1.000090,2.236378,98.795734,43.176680
9.369376,9.424750,2.929447,0.689175,-0.998466,0.000089,1.000089,2.237446,98.796804,43.156053
9.379386,9.424762,2.929671,0.689152,-0.998970,0.000088,1.000088,2.238514,98.797872,43.135467
9.389395,9.424771,2.929895,0.689128,-0.999374,0.000087,1.000087,2.239581,98.798939,43.114923
9.399405,9.424775,2.930119,0.689105,-0.999678,0.000086,1.000086,2.240646,98.800005,43.094420
9.409415,9.424777,2.930342,0.689081,-0.999882,0.000085,1.000085,2.241711,98.801070,43.073959
9.419425,9.424778,2.930564,0.689057,-0.999986,0.000085,1.000085,2.242774,98.802134,43.053539
9.429435,9.424778,2.930786,0.689034,-0.999989,0.000084,1.000084,2.243836,98.803197,43.033159
9.439445,9.424778,2.931008,0.689010,-0.999892,0.000083,1.000083,2.244897,98.804259,43.012821
9.449455,9.424780,2.931229,0.688987,-0.999696,0.000082,1.000082,2.245957,98.805319,42.992524
9.459465,9.424785,2.931450,0.688964,-0.999398,0.000081,1.000081,2.247016,98.806378,42.972267
9.469475,9.424793,2.931670,0.688941,-0.999001,0.000080,1.000081,2.248073,98.807436,42.952050
9.479485,9.424805,2.931890,0.688918,-0.998504,0.000080,1.000080,2.249130,98.808494,42.931874
9.489495,9.424823,2.932109,0.688895,-0.997907,0.000079,1.000079,2.250185,98.809549,42.911738
9.499505,9.424847,2.932328,0.688873,-0.997209,0.000078,1.000078,2.251240,98.810604,42.891642
9.509514,9.424879,2.932546,0.688851,-0.996412,0.000077,1.000078,2.252293,98.811658,42.871586
9.519524,9.424920,2.932764,0.688829,-0.995515,0.000077,1.000077,2.253345,98.812711,42.851570
9.529534,9.424969,2.932982,0.688807,-0.994518,0.000076,1.000076,2.254396,98.813762,42.831594
9.539544,9.425030,2.933199,0.688786,-0.993422,0.000075,1.000075,2.255446,98.814813,42.811657
9.549554,9.425101,2.933415,0.688766,-0.992226,0.000074,1.000075,2.256494,98.815862,42.791759
9.559564,9.425186,2.933631,0.688746,-0.990930,0.000074,1.000074,2.257542,98.816910,42.771901
9.569574,9.425283,2.933847,0.688726,-0.989535,0.000073,1.000074,2.258589,98.817957,42.752082
9.579584,9.425396,2.934062,0.688707,-0.988041,0.000072,1.000073,2.259634,98.819003,42.732302
9.589594,9.425523,2.934277,0.688688,-0.986449,0.000071,1.000072,2.260679,98.820048,42.712561
9.599604,9.425667,2.934491,0.688670,-0.984757,0.000071,1.000072,2.261722,98.821092,42.692859
9.609614,9.425829,2.934705,0.688653,-0.982966,0.000070,1.000071,2.262764,98.822135,42.673196
9.619623,9.426008,2.934919,0.688636,-0.981078,0.000069,1.000071,2.263805,98.823176,42.653571
9.629633,9.426208,2.935132,0.688620,-0.979090,0.000069,1.000070,2.264845,98.824217,42.633984
9.639643,9.426427,2.935344,0.688605,-0.977005,0.000068,1.000069,2.265884,98.825257,42.614436
9.649653,9.426668,2.935557,0.688590,-0.974822,0.000067,1.000069,2.266922,98.826295,42.594926
9.659663,9.426932,2.935768,0.688576,-0.972541,0.000066,1.000068,2.267959,98.827332,42.575454
9.669673,9.427219,2.935980,0.688564,-0.970163,0.000066,1.000068,2.268994,98.828369,42.556020
9.679683,9.427529,2.936190,0.688551,-0.967687,0.000065,1.000067,2.270029,98.829404,42.536623
9.689693,9.427866,2.936401,0.688540,-0.965115,0.000064,1.000067,2.271063,98.830438,42.517265
9.699703,9.428228,2.936611,0.688530,-0.962446,0.000064,1.000066,2.272095,98.831471,42.497944
9.709713,9.428618,2.936820,0.688521,-0.959680,0.000063,1.000066,2.273127,98.832503,42.478660
9.719723,9.429036,2.937030,0.688512,-0.956818,0.000063,1.000065,2.274157,98.833534,42.459414
9.729732,9.429483,2.937238,0.688505,-0.953861,0.000062,1.000065,2.275186,98.834564,42.440205
9.739742,9.429960,2.937447,0.688499,-0.950807,0.000061,1.000064,2.276215,98.835592,42.421033
9.749752,9.430468,2.937654,0.688493,-0.947659,0.000061,1.000064,2.277242,98.836620,42.401898
9.759762,9.431008,2.937862,0.688489,-0.944416,0.000060,1.000064,2.278268,98.837647,42.382800
9.769772,9.431581,2.938069,0.688486,-0.941077,0.000060,1.000063,2.279293,98.838673,42.363739
9.779782,9.432188,2.938275,0.688484,-0.937645,0.000059,1.000063,2.280317,98.839697,42.344714
9.789792,9.432830,2.938482,0.688484,-0.934119,0.000058,1.000062,2.281340,98.840721,42.325726
9.799802,9.433507,2.938687,0.688484,-0.930499,0.000058,1.000062,2.282362,98.841743,42.306774
9.809812,9.434221,2.938893,0.688486,-0.926786,0.000057,1.000062,2.283383,98.842765,42.287859
9.819822,9.434973,2.939098,0.688489,-0.922980,0.000057,1.000061,2.284403,98.843785,42.268980
9.829832,9.435764,2.939302,0.688493,-0.919081,0.000056,1.000061,2.285422,98.844804,42.250136
9.839841,9.436593,2.939506,0.688499,-0.915091,0.000055,1.000061,2.286440,98.845823,42.231329
9.849851,9.437464,2.939710,0.688506,-0.911008,0.000055,1.000060,2.287456,98.846840,42.212558
9.859861,9.438375,2.939913,0.688515,-0.906835,0.000054,1.000060,2.288472,98.847856,42.193822
9.869871,9.439329,2.940116,0.688525,-0.902571,0.000054,1.000060,2.289487,98.848871,42.175122
9.879881,9.440326,2.940319,0.688536,-0.898216,0.000053,1.000059,2.290500,98.849886,42.156457
9.889891,9.441367,2.940521,0.688549,-0.893771,0.000053,1.000059,2.291513,98.850899,42.137828
9.899901,9.442453,2.940722,0.688564,-0.889236,0.000052,1.000059,2.292525,98.851911,42.119234
9.909911,9.443585,2.940924,0.688580,-0.884613,0.000052,1.000058,2.293535,98.852922,42.100675
9.919921,9.444763,2.941125,0.688597,-0.879901,0.000051,1.000058,2.294545,98.853932,42.082151
9.929931,9.445990,2.941325,0.688617,-0.875101,0.000051,1.000058,2.295553,98.854941,42.063663
9.939941,9.447264,2.941525,0.688637,-0.870213,0.000050,1.000058,2.296561,98.855949,42.045209
9.949950,9.448588,2.941725,0.688660,-0.865237,0.000050,1.000057,2.297568,98.856956,42.026790
9.959960,9.449962,2.941924,0.688684,-0.860176,0.000049,1.000057,2.298573,98.857962,42.008405
9.969970,9.451388,2.942123,0.688710,-0.855028,0.000049,1.000057,2.299578,98.858967,41.990055
9.979980,9.452865,2.942321,0.688738,-0.849794,0.000048,1.000057,2.300581,98.859971,41.971739
9.989990,9.454395,2.942519,0.688767,-0.844475,0.000048,1.000056,2.301584,98.860974,41.953458
10.000000,9.455979,2.942717,0.688798,-0.839072,0.000047,1.000056,2.302585,98.861976,41.935211
